Feature1 ,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20,Class
1.620086847,-1.221269677,-4.087368436,8.110757399,3.890222213,3.28992161,-9.435079147,0.468365106,-1.015929379,2.085298056,4.167413662,0.188789713,0.754332097,-1.736247603,-4.023343214,-1.454796474,-1.816518213,-1.019485766,-2.810522591,-4.793963557,1
-1.499327239,13.47350554,-3.711418114,6.977088555,-1.486053623,-0.810232166,-1.726654106,-0.593245676,2.18155895,2.140145893,-1.313215225,-5.944468309,1.565919327,2.143358356,6.362522881,-0.177528351,4.330547837,-4.852161218,-1.609159023,-0.570618405,1
4.708222974,-8.341457054,2.181723512,9.303659169,3.230350916,1.632678241,-1.400601244,0.701757305,-3.455404769,-5.721548055,-0.921280402,3.518911554,-2.320367426,0.424624288,-2.21263701,5.818646376,3.433690877,2.049581734,-1.387608657,-1.958101972,1
8.684567639,10.98757276,8.161982052,-4.275326961,-0.43621132,0.634941293,-4.71378741,-0.179344943,-1.195417585,-2.518854046,3.681715094,-2.237158288,-1.006361919,-2.087984176,2.780815408,0.223676456,3.254485233,-3.141411597,-1.003134389,-3.83384328,1
-4.953501527,-9.598359495,-0.631350311,2.956387181,0.157146102,3.026070131,0.427920636,0.956812636,-2.488015013,-0.01771429,3.219827296,-0.863349956,-6.244473107,-1.10781977,2.155281147,-1.990774106,1.862589192,-1.756334879,3.102241795,-1.924416069,1
-6.415631837,-6.03287955,0.50909987,-7.731372596,0.024144706,1.909386484,-10.3587756,5.27329356,0.886084661,-1.866512614,-0.985380838,-3.267474811,-2.229204896,0.200410902,1.36510074,-0.158172312,3.683807432,-4.066344928,-0.82238,3.335687779,1
8.00169041,-2.469572569,-1.041601959,-0.347287149,-2.976851874,5.674848695,0.145637511,-0.794692979,0.290116859,-4.898609435,1.876101819,-0.51592555,7.518857188,-1.519589789,0.847684929,0.907565398,-4.170130928,1.946252562,3.526919106,-2.371635452,1
9.90350615,-4.805248839,4.6764943,5.303734278,-0.835645228,4.679633521,-0.078465867,6.128943809,-3.527156685,-5.813805321,0.645229495,-2.9513861,1.773468447,5.439549548,2.13708823,2.281700483,-0.340617127,0.978420674,-4.558986497,0.966434385,1
8.858728014,2.838135243,10.98633482,2.830955542,0.972715669,2.427356882,-2.525339699,2.342481873,-3.80409102,-0.206519753,0.890735097,-3.031277271,-1.750526579,0.082171886,-2.280365265,-2.012468373,-5.123132294,-0.855230255,-0.309456032,-0.091567958,1
-15.76397765,11.94327928,0.04300466,-5.14575472,10.79562277,-0.551408358,-2.254495577,-0.958954061,-2.653318245,-0.85337764,-1.914971627,1.538412155,0.41895008,-0.863290659,3.678817251,-1.058650619,-1.931702673,-1.177527866,2.294271729,0.26023639,1
-0.282790726,-13.05123211,-12.63696629,6.221635509,9.947048347,-3.461057794,-7.61897905,3.001394264,0.451646151,5.792770716,-3.466478067,-2.409255281,3.530227353,-1.253861748,-0.080246658,-6.787976108,4.236610589,2.993212919,-1.27371457,0.410678714,1
1.767808606,4.766056483,9.207621649,2.390387457,-0.062426237,-0.235794477,-5.722633259,1.210605626,5.235199772,-0.488818625,-1.253365272,4.093396324,2.982555385,-2.638304903,-0.86835806,5.940295717,2.112234148,1.022302539,1.193652801,-0.24571586,1
-0.762439874,-6.205143843,5.043130838,-0.764156738,-1.335143221,7.545618234,-9.204410264,2.966391062,4.670357776,-2.361892345,-0.883430207,-2.801389346,0.591882974,-5.592815363,-1.749785773,0.186345711,-1.075609992,0.256565045,-3.148101123,-3.998185227,1
-18.37668105,2.029549049,-8.443465936,-0.276892941,-1.405553653,6.427689908,1.207210729,0.63370273,-4.53878231,-4.004851508,-4.205262314,2.715890214,-2.918453211,-1.109660571,0.311929771,2.003532159,-0.104649432,-1.30349243,-5.08142682,-1.896797212,1
-3.177402931,1.667639612,-2.527628742,-0.057580734,0.54398565,9.216157609,-4.522247634,2.146330224,-0.708626451,0.222906975,-0.584673245,3.952274899,2.897591853,-4.868605535,4.629590003,-0.421780573,0.612046035,-1.912073308,0.59135229,1.794907867,1
-6.888348151,9.593537567,5.558197176,-0.272174735,10.50880217,2.300938205,-2.114948474,-0.577347483,-1.95218126,3.259667948,-1.889042566,-2.320300638,-1.035854431,0.252978996,-3.707419892,2.23497067,0.751063395,2.189849141,4.480938174,0.758549252,1
-1.386826211,7.471293626,-0.867298885,0.863282665,-8.079776829,2.457211326,-4.04915387,3.008004949,-6.771904995,2.595584952,4.229147804,-0.658467565,-4.107768095,-2.61334659,3.450880127,-3.496166564,1.797722491,2.275624345,-0.192127519,1.363832822,1
-2.006661678,2.30042991,-4.545137204,-4.338062194,-1.646604928,7.629907643,4.462856563,4.152717473,0.395909222,5.562643881,3.562778436,-3.182570039,3.849065354,-2.898185434,0.944903825,-2.181151988,-0.249104792,0.821272478,1.923315639,0.370468711,1
-21.06746275,0.201045247,-0.153868725,-3.823018949,3.091865979,3.552870869,1.904926001,-2.474924248,1.136283481,2.076166662,0.454924536,1.842014438,-1.233046333,3.070568752,3.335248483,-2.007049324,-1.390890783,-3.308373515,-1.326393183,0.833837053,1
2.693590129,-6.732983623,7.642310716,4.884165527,4.536861117,5.071272452,-7.921380241,-0.169684644,-0.125328423,-0.336727589,-3.274994738,-1.924655355,-0.065435885,-2.76786506,-3.654726804,0.407062692,-1.752629674,-5.243572429,-1.354728983,-2.104039365,1
-7.642101085,5.385246585,1.335368258,13.6133416,-2.775771712,4.343884944,2.058241011,-2.31949494,0.718379198,-3.975908542,-0.392362773,3.847344089,-1.411072474,-1.688105822,-2.437122315,0.017291609,-0.740369414,3.878243805,0.409619321,4.195394411,1
-21.95991873,-3.553535773,-6.287470012,-3.45290572,8.746800153,-3.517111476,-1.623405711,-2.591600322,7.164347796,-6.049857006,-1.690493707,0.228529492,3.942986856,-0.474172925,0.066126298,0.242522433,-2.079584612,-4.164095973,-1.546252724,6.205177165,1
10.19583915,-4.828865305,13.86718364,2.456092591,1.868632987,0.564926266,5.418058778,-2.718436899,-0.585115308,-5.381859048,-4.417167552,-1.305835495,-2.577619595,-0.220307278,-2.899360207,2.667090931,1.099423724,-2.541253439,1.56854437,1.747079297,1
-7.558967045,3.653623601,0.658691916,11.35740419,-4.952849543,-1.005989911,1.864390722,-2.116756933,-0.941780847,-2.829275876,0.225979249,2.013013779,-3.662675035,-2.99693689,4.200271192,-1.549602191,-4.512803409,-1.008934875,1.286085213,-2.801302475,1
-9.732584422,-6.213076321,-2.514153857,-3.7551219,5.983983258,3.833701895,0.585316414,-2.323313735,1.285462007,0.672175702,2.141088234,-5.141652149,0.101553803,-2.43119645,2.694754189,-4.706502651,-2.154546226,-2.429984452,-0.729907735,-0.445023877,1
-9.876064799,12.04999306,4.080843911,4.461079789,-4.633403692,-0.832294261,0.169907527,1.581769313,-3.769259974,-2.648212452,1.56154358,-1.688030393,-2.867307412,-5.481529638,1.153084251,0.722342921,-0.78940062,2.389938814,1.509304169,-0.750796379,1
2.58678072,7.974571448,-6.096601384,-7.529400518,-2.654506617,6.787879868,-2.908201891,2.218755063,-7.844147765,-1.22621847,4.166841878,-0.829187152,-2.368066639,-0.2837676,3.718105263,0.960544687,-0.317962991,2.360234723,-0.248524481,-0.428413607,1
-15.95134176,2.997119257,0.234312003,2.050955537,4.916329437,0.274831774,3.504757296,-5.235627476,0.136848011,-0.290921955,0.715141395,0.856283337,2.583314963,1.487800062,0.873037468,-2.703135215,-2.367476286,0.627560555,1.039252354,-0.755126443,1
-10.18400777,2.117921416,8.663739533,0.975406163,1.921424111,0.982434494,2.696263924,2.903469282,0.193391275,-0.43601719,-1.453370306,-2.698937653,-1.903980283,3.334945806,3.343426287,0.182803446,-2.042379565,0.861822894,2.482372428,2.202281459,1
4.609813723,0.508454298,-1.092496649,3.129750679,2.250477591,2.568208801,-4.553742152,-2.338849375,5.292884943,-1.035211448,6.261121216,0.339791415,-1.012195793,-1.519545482,-1.812383126,-1.62569113,2.176351942,-1.449009227,-0.84696398,-1.622646062,1
-8.438950482,2.58244577,4.185713489,-8.168415573,2.158919352,1.514757822,2.149949576,-0.96872649,-2.418722431,2.40313161,1.684627437,-1.746908331,1.274120469,-0.016088631,0.858185371,2.923509797,2.635837239,-2.156900235,4.077956801,-0.623601126,1
-14.5291236,4.363637768,-0.907210115,-1.286900884,2.345294388,2.169272367,-0.578205674,3.25403157,1.914099279,-1.728801179,-3.717187697,-0.986161828,4.721066826,-0.528648316,2.65912208,-1.579687562,-1.564810622,-3.897531254,1.318112524,-4.678979634,1
-10.15201618,-6.029815515,5.915782087,4.060175161,2.913811551,3.811987583,-3.384032882,0.845365531,6.487731371,-1.837805306,0.01571601,5.782830305,-1.526621702,-1.509875688,2.669689345,0.771529621,-0.185802651,-3.554280957,-0.16924439,0.702664242,1
-11.31556299,-3.268466608,2.39659613,-6.127247948,2.609648323,1.121862723,1.763124802,-1.905156047,-1.216328596,-13.11067625,6.673077676,-1.131541272,4.055235119,10.40474047,-0.032631551,0.364345265,6.910077353,4.258919789,-3.379347735,-2.750666895,1
-10.79892694,-7.178564273,5.740022992,-4.079247438,4.02742007,1.585643375,-0.608597061,-5.13073716,-1.922156082,3.271961117,-2.188274573,0.584405418,0.946046211,3.389933419,2.390565203,1.415976413,4.984088199,2.469720784,-1.230671167,-3.504035963,1
17.04540847,-4.695925,3.693528782,-1.769900199,10.17223135,0.975269547,4.640360869,-0.019517826,-0.582480436,-3.944503557,1.509134327,-1.754378435,3.305626722,-3.367109258,-1.447087499,1.273817156,0.101363354,0.907449389,-0.759045719,4.880331422,1
-9.339824813,-0.032159619,7.825527823,-5.882980037,1.229333379,2.190023418,2.85972828,-0.076482752,-3.985238613,-6.411101366,3.872427417,-1.749720163,2.049513087,1.549515913,2.838740824,4.264419991,4.593704508,4.50119237,0.560684447,-0.037834416,1
4.834648882,-9.547001827,9.028067778,5.704034859,1.670316906,-0.434406981,2.111570931,-7.890635089,-0.994304333,0.213092651,-3.015979813,0.16762104,0.079513802,-1.696049513,-2.005015318,0.561429875,2.197334852,-3.538079521,-0.98589891,-3.66908349,1
-6.593837205,-6.898261016,-3.316426851,1.668159884,-3.774562245,5.198663404,6.195929296,0.821339755,-1.361445774,0.539817873,2.016800524,2.222380233,2.981746081,1.586176465,-2.358557227,-2.37881821,0.311300364,-2.784845803,0.499554541,0.531729629,1
7.707626014,-1.098271732,2.774710065,0.392444942,6.529330618,5.59923617,-0.956585353,6.16895761,-0.67875265,-4.430192659,-2.952459397,-4.110242296,-4.533170835,0.849489388,1.044299341,1.89171728,3.932130203,-1.438345796,0.381303946,0.879682121,1
-0.944151839,8.771523794,0.016051143,10.87128774,-4.578739658,6.060027719,2.306151847,0.844082861,-2.322611913,-2.023798845,-5.828296453,-1.870464571,0.387477043,1.734656732,-0.287969247,5.9178267,-3.240693986,-0.508266044,3.624869356,-0.749873138,1
-17.1047773,7.20610773,-1.565767916,-11.36416812,2.963596008,1.361750201,-0.176826623,3.681517737,-1.801921793,-1.537821481,-1.414751197,2.886299214,1.325927525,3.048170974,4.652091733,0.641145123,1.199543574,-1.26653508,3.847086842,-0.927730002,1
-0.644283901,12.48710432,2.042411929,6.687312637,5.378280025,-3.157983303,0.038013199,0.021112191,2.916989102,1.589529368,-3.028614706,-4.751121741,0.659139311,-1.763096887,-2.726498588,-2.98192938,-1.2949742,-1.637535466,-0.991330157,-0.965884659,1
2.592231565,-4.748171729,3.446867601,-8.011511533,2.376285017,7.504985276,-0.560106013,0.7000953,-1.781550466,1.40065434,-2.362887241,-3.618184202,-1.813002138,-2.065370345,-1.21982014,-0.838190456,-0.301675768,-3.792936624,-1.532931357,0.627633296,1
-1.95627466,-1.897216089,7.981792187,8.604950312,-7.193636878,4.822039211,2.136931597,-2.541701874,-2.632871891,3.030119348,-3.078674725,6.318596804,-0.432750883,2.735917973,1.125456306,-0.130100363,2.509845644,3.630134076,-1.359225884,2.396568828,1
8.572228044,-6.19910437,4.693647322,4.102547447,-2.313445066,-1.52169189,-7.171040292,-1.716094297,-2.571547779,3.302485198,2.953490372,0.156181023,1.139051357,0.199976913,1.474723772,1.229107444,2.18784315,-5.289421013,-0.030677979,-4.786614722,1
-19.36183253,2.549253626,-4.915359731,-7.682824023,5.895081205,1.089244172,3.692667095,-0.510900557,-3.309807222,-0.599337321,2.040257159,2.991892184,-0.695304124,3.340193681,-1.243922182,4.732403687,3.922568882,0.406888916,1.789821981,-4.664173919,1
4.633920209,0.456153572,-9.257606218,-1.031044385,9.512650577,5.634967927,4.56707509,2.718839315,-0.836934596,0.027051805,4.232361899,-0.928421757,-0.276984072,0.87799121,1.458477048,2.145168852,3.179059308,0.176691089,0.059152435,-4.56096533,1
-12.84699792,2.760207986,-1.160691166,-8.364914095,8.327619211,-3.508113113,0.147838028,-2.665382875,-0.348553985,-1.170855164,2.8315068,1.785351784,-1.190025055,-3.538419157,-1.864190061,2.360557022,4.669896485,-1.633738462,3.999323474,1.511725208,1
0.401145832,0.510273675,11.7309645,3.575904425,4.021199199,0.830096316,-0.348541321,-2.887989573,1.019209566,5.534784981,2.949764524,1.068616685,3.928252535,1.232106537,-1.980742927,-0.106484288,0.431100362,1.342000849,0.964884735,-0.35185168,1
-12.75522375,-1.638876048,-14.41794088,5.271762562,2.98011705,-8.596209266,-5.051503431,3.242728621,-8.118549924,-6.701955413,-4.876119172,-4.062340457,-0.091201168,0.886835869,5.713800633,-0.916662256,-5.867224522,6.885586117,-1.214459335,2.398444213,1
-14.56016342,9.016563178,-1.924097148,-0.357292439,4.979992009,-1.131687863,1.844121435,1.256940364,-1.641366825,-1.362361969,-2.297351628,-6.267230163,2.388253465,1.043627117,1.261436725,-1.512581284,-0.579482778,-0.323705502,-0.373116277,2.035078588,1
-6.18254805,2.925874181,4.332006921,-3.900515128,-0.350024835,0.911144255,1.000148534,0.819102925,6.942578301,1.469516933,0.380201852,0.230850919,2.455998988,-1.478127293,0.466474818,-0.509960707,0.372921677,-1.660263304,3.624351475,2.58457794,1
-10.07573257,-5.818563747,-7.917330163,-2.002727675,6.602370353,3.991009782,-7.702604437,1.651401146,-3.438787233,0.762561343,1.922875389,5.396524251,-0.966393997,-1.727866635,-5.075598181,3.949696385,-3.008816929,-1.885296805,2.360289615,1.195377456,1
-9.436521532,-1.093178396,-1.146431008,3.329994925,-1.167454257,8.241765881,-1.393976864,-2.879056968,-0.54670041,7.984429679,-2.339971188,5.059445392,0.842739836,-2.287470163,4.002366211,-3.916920025,-2.439641597,0.574516826,-1.355034897,0.849874388,1
4.023981857,4.919796302,-7.741496645,0.500718066,4.682106173,6.935041897,0.495303067,1.704099114,2.025204917,3.96746302,5.992034326,-2.144042739,-1.317510235,-0.838701511,-2.693798479,-2.150787317,-0.271562801,0.348242431,0.848630187,-2.080032469,1
-2.493006096,-11.3658801,-3.083274377,3.383072829,-5.645332181,1.039605956,-0.099060079,-0.892958843,-2.657156959,4.558646343,-1.463537011,5.052671796,2.067121326,-1.644246351,-1.1571524,-1.656093768,0.773339199,0.83306572,1.920279159,-2.111936284,1
-1.075399906,6.547630974,3.97420897,5.827160428,0.620457289,-1.27981189,1.786736001,1.834261493,0.885971481,5.515782935,0.477664739,-8.739729681,-1.854379696,-1.721443967,-0.173221829,4.605194723,1.741527555,0.835387791,1.808208096,-0.405104175,1
-14.11621232,2.514980246,4.690539453,-1.424633758,-2.24209589,2.787263395,0.533317743,6.83423216,2.06375058,3.353183207,-3.694070427,-1.709810348,-2.875949491,0.771191257,3.026803237,-0.397392416,0.650044872,2.830396015,0.924478073,1.72489271,1
-9.772757517,-0.481321469,1.195583293,-7.005283905,2.572850785,4.469548342,1.312638153,-1.26825813,3.44489698,3.276577748,-3.371230063,-1.847985244,7.107189547,1.641232663,-6.259083669,0.074606842,1.59571602,-2.241552046,-2.678801881,2.393636798,1
-6.213931522,1.660629251,13.11079548,0.795435799,1.103750708,-0.369876448,-4.94992259,-3.453677546,-4.6880117,3.577245508,2.481569101,-3.271882145,0.475200775,-0.549513775,-1.537110709,-1.139850717,-0.502076035,4.888125841,1.625358079,0.609395965,1
6.247576266,11.14889275,4.506677095,-4.642296387,-0.700164255,1.889734707,-0.61009274,-3.273639998,-1.535430658,-2.927991217,3.571237359,-6.784117236,-3.593839235,2.547788834,0.615819753,-3.589697527,2.874059945,1.723467605,1.014899264,-1.36149236,1
5.928027991,0.644410852,5.923541927,5.084010156,-5.570741707,-4.753242637,-0.788405164,-1.913598747,-3.622414342,0.819729505,2.934858464,5.542709407,3.848410415,2.259130723,-2.431048603,-4.956896461,-6.417662987,-0.859097769,1.066322622,-0.034603363,1
8.75167505,17.02971595,4.26134948,0.346600965,7.570933535,-0.049696833,-1.947533395,-1.892017698,5.397819036,-4.174714094,-0.898953692,1.261533489,2.098543852,1.931312016,-2.160176899,0.810820052,0.199402952,-1.543382853,-3.489557064,0.593415717,1
4.416783399,-4.77263187,-4.166914992,-2.787508368,4.006430509,-6.139369448,-8.435647331,4.314876833,-8.915812596,0.518321826,-0.277259267,1.252534912,-1.439442656,-1.661279502,0.39182812,-2.527354884,4.661554902,4.028463486,2.661729856,4.243903309,1
-11.70497736,-4.87098805,5.952895774,1.240475925,3.103151875,9.475772794,2.466891006,0.978506684,2.967263484,3.896947181,-4.777067453,-2.312259616,-4.468968169,1.79589547,0.304490929,-2.134101743,-2.926415878,1.153672012,0.509156551,2.018620223,1
-5.628303456,12.49004113,-4.42442156,-8.797521047,-2.878492867,3.987641795,-1.296302999,-0.106606066,-1.422419252,-0.057364677,-2.633109714,-2.480377341,-3.560145228,-3.806707463,4.082793131,-0.12999182,2.814124028,3.062670719,-0.674963475,-5.578686568,1
6.162895277,6.480764977,1.748525463,-1.39195814,3.314596626,5.992080872,-7.139910253,-8.877115306,-0.896828689,-4.712580301,1.946496336,-1.653117934,-1.336397174,2.403059845,-4.651637364,-2.763522536,-3.263654446,0.559519948,3.013214305,-0.723177281,1
6.837589092,-3.273726058,7.186853436,1.553928535,-1.208769873,0.227039737,-5.578161392,3.052898417,-3.41833244,-2.769286279,4.83404776,0.729288285,1.58533813,-0.061473518,6.186400978,0.987946599,1.010776296,0.004137832,-1.652181585,0.117546123,1
-1.508323947,-9.740511475,3.376466797,0.96179902,-5.42970767,-4.886146945,-9.94695133,0.242352542,-1.202350221,0.485080073,7.682909675,-1.329220574,-1.171635584,2.09905141,1.588589844,0.180670713,2.832930612,-0.635337588,-1.553089519,-0.772346191,1
-3.25381223,-13.01614141,0.995168123,-1.043675335,-3.668823367,-3.016857032,2.00808646,-6.304314495,-4.225989477,0.234028678,-5.076362352,-2.684684274,4.639273314,-1.315358897,1.296065511,-0.510544246,-3.394965711,0.757847337,1.715718953,-0.927133445,1
-16.48905413,-1.196521881,2.755124732,-4.059851628,3.896680871,-5.730421108,3.057063749,-3.932694211,0.473262409,-2.833962183,2.070219448,-2.250194117,5.952009236,0.067463381,-2.774756846,-2.490896646,-0.076280168,-0.894354973,-1.130701528,2.904086397,1
7.752812177,13.1130663,7.268863178,-6.805363363,0.877107132,4.725817482,-2.309135172,-7.587882646,4.220644719,-6.799291313,-0.60910754,-6.595734491,-2.001127128,-1.471352999,2.021799279,-3.8191687,1.785390053,2.384343507,1.452709593,3.685502773,1
-4.145242581,-1.581843922,-11.91140752,5.781375764,4.340233363,-1.514580077,0.01199835,0.831421737,-0.036179731,5.236016283,-7.402645323,-5.216597487,0.920049349,3.632679304,-3.166068266,-4.663814895,7.268943161,-0.907025669,0.884058128,-4.161015358,1
-5.175821493,-8.460745386,11.22237486,-0.991757595,3.554538637,6.321404001,-1.504183976,4.415961384,2.594875413,1.892115753,-4.596215505,-0.896438841,-3.746853763,0.544446805,-2.625516304,-2.660061255,-0.763960355,0.092414211,-0.680775564,2.129027408,1
-14.18182424,2.278546265,-3.614262232,-1.240324051,1.176525863,4.435152708,5.141527971,-3.007213633,-0.459805951,-0.426355162,-1.057898978,-2.329398366,3.475924233,-0.937150231,2.218089722,1.787942747,-7.712165929,7.275524313,4.903520193,-8.666002445,1
-7.846135614,-9.214064989,2.890928487,2.793347511,3.819303977,5.683480039,3.380839162,-6.085133919,2.024680986,-1.713385725,-3.046112452,-4.590000023,0.376870152,6.17224116,-1.793205474,-1.53218408,-0.304609586,1.857176824,-9.565005879,-2.948934941,1
4.934270084,2.442496234,11.22085196,4.719508594,1.590024986,-1.0918364,-0.550665969,0.059869083,5.056402381,0.42522439,1.058993683,0.256061549,3.087676784,-2.118746362,-0.853598223,-0.001741808,-0.18934636,1.518923101,-3.791938107,-0.000793207,1
1.614182354,12.02188208,8.138741271,-3.131814858,-0.627359647,1.041774524,-4.242259845,5.772894873,3.662213263,-3.920572,0.474580894,-6.068832781,3.484975003,0.302111156,-4.075253461,-0.029247782,4.194556418,0.566512845,-0.979422934,-1.895560921,1
-12.83393391,-0.328532166,3.597508223,-11.69288182,4.747873686,-2.163235943,1.682064231,-2.824071249,-2.973003041,-2.335525562,-0.068667908,3.450411515,-2.391142578,2.922760943,2.165797566,-3.148331761,4.664679682,2.494153149,0.874709326,1.485574068,1
-0.13085576,-11.46178502,9.086321057,-5.398165875,-3.34732514,5.049117285,-3.804464636,-0.514221657,-1.255331761,2.145362912,-2.614147054,-1.858010238,2.477880474,-0.413865606,-0.531009548,-2.582107507,-0.418618946,-4.915142281,-1.688618807,-3.8216317,1
-0.340091273,-10.36036092,6.22758563,1.003609304,3.056781042,0.206960756,-9.552885735,-2.314957298,0.981638298,0.373482512,-4.216553844,-1.676809426,-2.01801693,-6.487979989,-1.890087745,-3.800649582,-0.151347586,-3.077546732,-0.660773875,-2.909456104,1
11.07834781,5.102165513,-1.464809316,3.226132681,4.43522383,0.303674086,-0.657075592,2.498090891,0.767609326,1.883328496,1.611816816,-1.489206797,-3.579414004,-1.617948977,-1.90577454,1.875512732,1.702753848,-3.319567146,-2.618348037,-3.74770628,1
-3.760881441,0.638315736,3.287941552,12.03013006,-3.65030881,1.61959232,1.295062155,0.528532814,-2.314872831,3.753182241,-5.436218174,6.319459118,-2.189844445,1.636311308,-1.922292665,1.365026019,0.231395712,4.117348452,0.835046951,-1.640840802,1
13.07964321,-1.099144151,1.036811406,1.599141132,-0.02858161,-0.605253667,4.426698735,7.599760452,2.092847585,-2.056670995,3.178260116,2.124751867,0.093450044,0.32854814,-5.028153129,-1.340396142,-1.378783797,1.614009335,0.363276996,-1.277863806,1
5.989648736,-0.543004675,13.24183209,-0.995684977,-1.407830659,3.18280626,-4.929379869,1.191722109,1.59997841,-2.976714354,-4.921548503,-0.955842139,2.087909717,-3.155911367,-3.709392718,4.294149006,6.06035681,1.37829715,-0.203078796,-0.794158244,1
-0.829600947,0.115957136,7.043546185,8.232478763,-0.741067767,-4.419118961,4.68006629,-3.819157537,3.155593475,4.27849042,3.755710681,-2.689267172,2.553288224,4.616810804,-1.825817637,-0.979851739,0.797539913,-0.744518003,3.480297669,1.911267547,1
-18.29077956,11.4215609,-8.043341003,6.452790311,2.213486177,5.624311522,1.145517584,-2.475396661,-0.512016621,-4.447269952,-2.749249904,1.095288483,0.951026822,-7.463514116,-2.476240282,-1.845039267,-2.752173717,-2.65415167,-1.405974657,1.496134843,1
11.08206991,-0.800482796,-7.557584441,0.577473268,6.690654029,3.519597259,1.710419384,4.006933061,2.472928136,-4.31299633,1.522067418,3.805854546,-4.423193898,-0.001453184,0.10829345,3.757686977,-0.184231721,3.795346165,4.567318375,-4.019434516,1
-14.89704661,7.882539434,-8.448363776,7.466405472,-2.59641956,-1.285778151,0.430889339,2.136774607,-2.65147435,-4.611311341,-0.400296353,3.618800656,-3.625866289,-9.433226426,-4.746265058,1.251468987,-0.005180141,1.585334686,-2.300581409,-0.153981878,1
-7.211438567,6.146533192,2.30470291,7.656091489,-10.65702859,5.166960108,2.742219605,7.867588332,-2.733742717,-1.588606115,2.008780491,-3.391577666,-1.918403234,1.192181221,-4.774696736,1.463199409,1.317177288,1.684484624,2.501055213,0.20158709,1
-14.07657819,5.277098797,-7.084724107,13.53560538,-2.730512643,2.340104555,1.183962435,-3.112159744,-2.211243893,-3.798643435,-2.383377292,4.032968295,-0.00238062,-6.446275872,-1.445403778,-2.30692571,0.04641904,-0.992981072,-1.677542429,1.133578588,1
-12.86217047,-7.620638073,7.225322723,-1.887536678,4.126469082,3.038272267,-1.772632405,-0.580037141,-2.481755623,1.327845489,-4.974283766,1.846190774,-1.760806136,4.863077773,-0.10561186,-2.105372904,-2.173211654,0.832607422,-0.815484498,-4.424933518,1
-5.271205329,7.977854747,-1.968211774,8.787576886,-7.500722917,0.263269188,4.022482047,6.072257904,1.174491398,-0.099265587,-0.887101141,0.808464728,-0.776244551,-4.035412876,-3.971671601,1.442202286,0.579652597,1.249619243,-0.901152468,1.930591443,1
12.64989118,-7.188471047,-0.989933601,-1.597194639,9.659007258,5.189308103,5.020594114,1.477555694,-4.635695432,4.258634302,3.922255719,-0.966074086,6.33423619,0.22602161,-0.99156912,3.565182121,-1.447653226,0.532857218,0.349164443,-0.038849633,1
-5.999627471,7.904708542,1.37689484,3.738404482,-2.587805202,0.11435369,2.983879928,-0.537953321,-3.421449362,1.274510473,2.534361286,1.484370162,-3.869159922,-0.964986236,0.769818454,-2.946174226,1.91420845,4.192156951,0.358654929,3.105522868,1
-2.044347026,-4.226480227,-15.20316202,1.907367504,7.22662096,-12.67959241,-11.20770925,3.120281301,-5.31518337,-10.6985546,-8.117036841,-7.11058666,0.174015664,-1.135583607,-0.261807455,-12.14420677,2.831378555,-0.134296265,3.142600758,-5.665395499,1
5.206546671,-6.025659458,-15.48261585,0.304572605,7.775368101,0.321335889,-7.67410872,-1.998136342,-4.017466876,0.83915708,-13.12781475,-0.535099135,9.921074896,-4.827921468,2.019356407,2.040489081,-5.910349496,7.149977033,6.825679305,-6.857603475,1
-11.78253964,5.023484125,-3.528683587,11.2958916,-3.748401777,8.179603197,0.845158852,-2.18113809,-5.416013287,-1.629548239,-0.937694983,2.630736496,-0.093115703,-3.102461616,-1.529034757,3.75365496,0.781821926,7.022588655,-2.229895548,0.16949112,1
-3.36375822,8.339268531,-8.498241165,9.295533918,-9.268803988,6.404304729,7.209347184,-6.934652864,1.721527128,2.434904386,3.096085144,-2.093471361,0.410214402,-1.822957379,-1.53501165,-2.196072234,3.236629456,-0.144315533,1.33710789,-0.947713978,1
-11.86789296,-8.244638852,-12.47000014,-0.312608352,2.808240976,-4.988791421,-3.886567272,0.729245442,-2.228951981,10.12918062,-2.979766664,-1.221600684,0.602293546,-1.824936188,1.088718416,-3.468594091,2.206337896,-1.30478166,1.221425809,6.304020308,1
-6.175568981,-7.337982235,-2.006231416,4.734590738,8.983163287,-3.346839962,-5.625865306,3.974441706,-2.502000438,7.493072871,3.885742205,-1.280754493,1.73969239,-2.878393129,0.804645678,-1.688069365,2.615309573,-1.008981915,5.504596208,2.242966492,1
-17.87222966,8.224789449,-7.767939822,6.524781415,-1.80435277,4.5135645,0.585549948,3.188270796,-2.94677382,-3.416385055,-2.947002728,1.441489453,-0.430181441,-5.279153757,-3.220518702,1.796813674,3.151188991,0.37207449,-0.871895389,1.111033277,1
7.286847125,4.802275273,-4.004803423,-3.579866871,12.19034877,-2.199251726,-2.309195057,-1.496691089,-2.554505988,-0.932807659,2.909788381,3.974721532,-0.659379935,1.535775683,0.036286476,0.687575101,-5.075560463,-3.288858063,-0.070784152,-2.764465296,1
-15.91271093,4.522030367,-9.729314343,13.35028668,-3.529585336,4.330223498,1.549774447,-2.046433504,-2.234093,-2.562181554,-0.913562847,3.883548146,-0.512458457,-3.139418532,0.836502423,0.617119051,1.22389313,-1.320081714,-3.480870995,-0.171844314,1
